Contig	Source	Type	Pos_Start	Pos_End	Strand	Locus_Tag	Product	Predicted_Operon
HCP21_6496	img_mer_v340	CDS	3	638	+	HCP21_00002340	ABC-type multidrug transport system, ATPase and permease components	HCP21_6496-F1
HCP21_8652	img_mer_v340	CDS	2	124	-	HCP21_00002350	hypothetical protein	HCP21_8652-R1
HCP21_5882	img_mer_v340	CDS	1	342	-	HCP21_00002360	hypothetical protein	HCP21_5882-R1
HCP21_9376	img_mer_v340	CDS	139	1014	+	HCP21_00002370	hypothetical protein	HCP21_9376-F1
HCP21_7098	img_mer_v340	CDS	3	566	+	HCP21_00002380	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	HCP21_7098-F1
HCP21_6954	img_mer_v340	CDS	2	424	+	HCP21_00002390	hypothetical protein	HCP21_6954-F1
HCP21_3488	img_mer_v340	CDS	1	606	+	HCP21_00002400	hypothetical protein	HCP21_3488-F1
HCP21_5300	img_mer_v340	CDS	2	427	-	HCP21_00002410	hypothetical protein	HCP21_5300-R1
HCP21_1678	img_mer_v340	CDS	3	434	+	HCP21_00002420	Ubiquitin C-terminal hydrolase	HCP21_1678-F1
HCP21_5977	img_mer_v340	CDS	3	80	+	HCP21_00002430	hypothetical protein	HCP21_5977-F1
HCP21_5977	img_mer_v340	CDS	426	533	-	HCP21_00002440	hypothetical protein	HCP21_5977-R1
HCP21_7007	img_mer_v340	CDS	3	374	-	HCP21_00002450	hypothetical protein	HCP21_7007-R1
HCP21_6253	img_mer_v340	CDS	3	371	-	HCP21_00002460	hypothetical protein	HCP21_6253-R1
HCP21_7217	img_mer_v340	CDS	35	370	+	HCP21_00002470	Protein of unknown function (DUF1015).	HCP21_7217-F1
HCP21_122_	img_mer_v340	CDS	79	1815	+	HCP21_00002480	small GTP-binding protein domain	HCP21_122_-F1
HCP21_10676	img_mer_v340	CDS	2	577	+	HCP21_00002490	hypothetical protein	HCP21_10676-F1
HCP21_2_42126	img_mer_v340	rRNA	2	111	-	HCP21_00002500	16S	HCP21_2_42126-R1
HCP21_10430	img_mer_v340	CDS	34	321	+	HCP21_00002510	Alpha-glucosidases, family 31 of glycosyl hydrolases	HCP21_10430-F1
HCP21_5152	img_mer_v340	CDS	2	289	-	HCP21_00002520	hypothetical protein	HCP21_5152-R1
HCP21_5152	img_mer_v340	CDS	301	420	-	HCP21_00002530	hypothetical protein	HCP21_5152-R1
HCP21_7097	img_mer_v340	CDS	7	366	+	HCP21_00002540	hypothetical protein	HCP21_7097-F1
HCP21_3757	img_mer_v340	CDS	3	332	-	HCP21_00002550	hypothetical protein	HCP21_3757-R1
HCP21_9768	img_mer_v340	CDS	3	611	-	HCP21_00002560	hypothetical protein	HCP21_9768-R1
HCP21_539_	img_mer_v340	CDS	1	90	+	HCP21_00002570	hypothetical protein	HCP21_539_-F1
HCP21_539_	img_mer_v340	CDS	214	324	-	HCP21_00002580	hypothetical protein	HCP21_539_-R1
HCP21_3570	img_mer_v340	CDS	3	278	-	HCP21_00002590	Rubisco LSMT substrate-binding.	HCP21_3570-R1
HCP21_3570	img_mer_v340	CDS	275	721	-	HCP21_00002600	SET domain.	HCP21_3570-R1
HCP21_3570	img_mer_v340	CDS	718	1092	-	HCP21_00002610	hypothetical protein	HCP21_3570-R1
HCP21_9507	img_mer_v340	CDS	1	486	+	HCP21_00002620	hypothetical protein	HCP21_9507-F1
HCP21_9400	img_mer_v340	CDS	2	925	-	HCP21_00002630	hypothetical protein	HCP21_9400-R1
HCP21_10196	img_mer_v340	CDS	24	902	+	HCP21_00002640	hypothetical protein	HCP21_10196-F1
HCP21_4474	img_mer_v340	CDS	2	397	+	HCP21_00002650	hypothetical protein	HCP21_4474-F1
HCP21_4474	img_mer_v340	CDS	380	499	-	HCP21_00002660	hypothetical protein	HCP21_4474-R1
HCP21_6404	img_mer_v340	CDS	393	986	+	HCP21_00002670	hypothetical protein	HCP21_6404-F1
HCP21_2935	img_mer_v340	CDS	2	411	-	HCP21_00002680	1,4-alpha-glucan branching enzyme	HCP21_2935-R1
HCP21_6795	img_mer_v340	CDS	97	708	-	HCP21_00002690	Alpha amylase, catalytic domain.	HCP21_6795-R1
HCP21_1845	img_mer_v340	CDS	72	323	+	HCP21_00002700	hypothetical protein	HCP21_1845-F1
HCP21_1590	img_mer_v340	CDS	127	330	-	HCP21_00002710	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit	HCP21_1590-R1
HCP21_913_	img_mer_v340	CDS	1	351	+	HCP21_00002720	hypothetical protein	HCP21_913_-F1
HCP21_7523	img_mer_v340	CDS	1	312	+	HCP21_00002730	UBA/TS-N domain.	HCP21_7523-F1
HCP21_9589	img_mer_v340	CDS	2	448	-	HCP21_00002740	hypothetical protein	HCP21_9589-R1
HCP21_332_	img_mer_v340	CDS	2	310	-	HCP21_00002750	hypothetical protein	HCP21_332_-R1
HCP21_1_1_newblercontig12320	img_mer_v340	CDS	40	174	-	HCP21_00002760	hypothetical protein	HCP21_1_1_newblercontig12320-R1
HCP21_2_2467	img_mer_v340	CDS	1	105	+	HCP21_00002770	Protein kinase domain.	HCP21_2_2467-F1
HCP21_2_6467	img_mer_v340	CDS	3	128	+	HCP21_00002780	RNA polymerase Rpb1, domain 5.	HCP21_2_6467-F1
HCP21_2_7467	img_mer_v340	CDS	2	105	-	HCP21_00002790	hypothetical protein	HCP21_2_7467-R1
HCP21_2_12967	img_mer_v340	CDS	37	210	+	HCP21_00002800	Chorismate synthase	HCP21_2_12967-F1
HCP21_2_13967	img_mer_v340	CDS	20	235	-	HCP21_00002810	RNA-binding proteins (RRM domain)	HCP21_2_13967-R1
HCP21_2_26300	img_mer_v340	CDS	1	189	+	HCP21_00002820	WD domain, G-beta repeat.	HCP21_2_26300-F1
HCP21_2_31525	img_mer_v340	CDS	2	117	-	HCP21_00002830	NADH:flavin oxidoreductases, Old Yellow Enzyme family	HCP21_2_31525-R1
HCP21_2_36525	img_mer_v340	CDS	87	170	+	HCP21_00002840	Dihydrodipicolinate reductase, N-terminus.	HCP21_2_36525-F1
HCP21_2_42127	img_mer_v340	CDS	5	109	+	HCP21_00002850	hypothetical protein	HCP21_2_42127-F1
HCP21_2_44127	img_mer_v340	CDS	3	119	-	HCP21_00002860	Cyclin	HCP21_2_44127-R1
HCP21_2_48627	img_mer_v340	CDS	2	142	+	HCP21_00002870	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	HCP21_2_48627-F1
HCP21_2_51127	img_mer_v340	CDS	20	157	+	HCP21_00002880	hypothetical protein	HCP21_2_51127-F1
HCP21_2_55127	img_mer_v340	CDS	30	227	+	HCP21_00002890	GTPase SAR1 and related small G proteins	HCP21_2_55127-F1
HCP21_2_58013	img_mer_v340	CDS	8	100	-	HCP21_00002900	hypothetical protein	HCP21_2_58013-R1
HCP21_2_69013	img_mer_v340	CDS	51	236	+	HCP21_00002910	Calcium-activated chloride channel.	HCP21_2_69013-F1
HCP21_2_69656	img_mer_v340	CDS	8	100	-	HCP21_00002920	MORN repeat.	HCP21_2_69656-R1
HCP21_2_80156	img_mer_v340	CDS	2	189	-	HCP21_00002930	hypothetical protein	HCP21_2_80156-R1
HCP21_2_81656	img_mer_v340	CDS	28	189	+	HCP21_00002940	WD domain, G-beta repeat.	HCP21_2_81656-F1
HCP21_2_100982	img_mer_v340	CDS	2	139	+	HCP21_00002950	Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases	HCP21_2_100982-F1
HCP21_2_103982	img_mer_v340	CDS	15	185	+	HCP21_00002960	Dynein heavy chain.	HCP21_2_103982-F1
HCP21_2_105482	img_mer_v340	CDS	6	233	+	HCP21_00002970	GTPase SAR1 and related small G proteins	HCP21_2_105482-F1
HCP21_2_109081	img_mer_v340	CDS	16	105	-	HCP21_00002980	hypothetical protein	HCP21_2_109081-R1
HCP21_2_111581	img_mer_v340	CDS	3	127	-	HCP21_00002990	hypothetical protein	HCP21_2_111581-R1
HCP21_2_113581	img_mer_v340	CDS	13	141	-	HCP21_00003000	p25-alpha.	HCP21_2_113581-R1
HCP21_2_126829	img_mer_v340	CDS	3	128	-	HCP21_00003010	MORN repeat.	HCP21_2_126829-R1
HCP21_2_127329	img_mer_v340	CDS	1	129	+	HCP21_00003020	hypothetical protein	HCP21_2_127329-F1
HCP21_2_128829	img_mer_v340	CDS	1	147	+	HCP21_00003030	ATPase components of ABC transporters with duplicated ATPase domains	HCP21_2_128829-F1
HCP21_2_130829	img_mer_v340	CDS	3	179	-	HCP21_00003040	MORN repeat.	HCP21_2_130829-R1
HCP21_2_134508	img_mer_v340	CDS	3	104	+	HCP21_00003050	Xaa-Pro aminopeptidase	HCP21_2_134508-F1
HCP21_2_135008	img_mer_v340	CDS	21	104	+	HCP21_00003060	hypothetical protein	HCP21_2_135008-F1
HCP21_2_137508	img_mer_v340	CDS	3	116	+	HCP21_00003070	hypothetical protein	HCP21_2_137508-F1
HCP21_2_139508	img_mer_v340	CDS	1	117	+	HCP21_00003080	hypothetical protein	HCP21_2_139508-F1
HCP21_2_145508	img_mer_v340	CDS	2	175	+	HCP21_00003090	Carbohydrate phosphorylase.	HCP21_2_145508-F1
HCP21_2_148008	img_mer_v340	CDS	3	209	+	HCP21_00003100	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	HCP21_2_148008-F1
HCP21_2_154361	img_mer_v340	CDS	3	113	-	HCP21_00003110	Butyrate kinase	HCP21_2_154361-R1
HCP21_10774	img_mer_v340	CDS	3	509	-	HCP21_00003120	hypothetical protein	HCP21_10774-R1
HCP21_7732	img_mer_v340	CDS	91	276	+	HCP21_00003130	Ubiquitin C-terminal hydrolase	HCP21_7732-F1
HCP21_7991	img_mer_v340	CDS	132	1052	+	HCP21_00003140	Capsular polysaccharide biosynthesis protein	HCP21_7991-F1
HCP21_1959	img_mer_v340	CDS	2	124	-	HCP21_00003150	hypothetical protein	HCP21_1959-R1
HCP21_1959	img_mer_v340	CDS	145	444	-	HCP21_00003160	hypothetical protein	HCP21_1959-R1
HCP21_10520	img_mer_v340	CDS	43	312	+	HCP21_00003170	hypothetical protein	HCP21_10520-F1
HCP21_10564	img_mer_v340	CDS	2	88	+	HCP21_00003180	hypothetical protein	HCP21_10564-F1
HCP21_10564	img_mer_v340	CDS	366	575	+	HCP21_00003190	hypothetical protein	HCP21_10564-F2
HCP21_8310	img_mer_v340	CDS	1	879	+	HCP21_00003200	Kinesin-like protein	HCP21_8310-F1
HCP21_851_	img_mer_v340	CDS	1	384	+	HCP21_00003210	hypothetical protein	HCP21_851_-F1
HCP21_4442	img_mer_v340	CDS	3	1235	+	HCP21_00003220	Uncharacterized protein containing DHHC-type Zn finger	HCP21_4442-F1
HCP21_4442	img_mer_v340	CDS	1239	1310	+	HCP21_00003230	hypothetical protein	HCP21_4442-F1
HCP21_10103	img_mer_v340	CDS	19	504	+	HCP21_00003240	small GTP-binding protein domain	HCP21_10103-F1
HCP21_8234	img_mer_v340	CDS	70	1044	+	HCP21_00003250	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	HCP21_8234-F1
HCP21_2705	img_mer_v340	CDS	1	408	+	HCP21_00003260	hypothetical protein	HCP21_2705-F1
HCP21_5777	img_mer_v340	CDS	2	421	-	HCP21_00003270	Ion channel.	HCP21_5777-R1
HCP21_5777	img_mer_v340	CDS	647	847	-	HCP21_00003280	hypothetical protein	HCP21_5777-R1
HCP21_5777	img_mer_v340	CDS	828	1040	-	HCP21_00003290	hypothetical protein	HCP21_5777-R1
HCP21_5777	img_mer_v340	CDS	1056	1316	-	HCP21_00003300	hypothetical protein	HCP21_5777-R1
HCP21_6949	img_mer_v340	CDS	3	458	+	HCP21_00003310	hypothetical protein	HCP21_6949-F1
HCP21_6078	img_mer_v340	CDS	193	390	-	HCP21_00003320	hypothetical protein	HCP21_6078-R1
HCP21_1025	img_mer_v340	CDS	2	313	-	HCP21_00003330	hypothetical protein	HCP21_1025-R1
HCP21_1652	img_mer_v340	CDS	159	347	+	HCP21_00003340	Pumilio-family RNA binding repeat.	HCP21_1652-F1
HCP21_3983	img_mer_v340	CDS	2	115	+	HCP21_00003350	hypothetical protein	HCP21_3983-F1
HCP21_4079	img_mer_v340	CDS	3	494	+	HCP21_00003360	Serine/threonine protein kinase	HCP21_4079-F1
HCP21_4585	img_mer_v340	CDS	1	66	+	HCP21_00003370	hypothetical protein	HCP21_4585-F1
HCP21_5421	img_mer_v340	CDS	240	572	-	HCP21_00003380	TrkA-N domain.	HCP21_5421-R1
HCP21_1965	img_mer_v340	CDS	1	405	-	HCP21_00003390	hypothetical protein	HCP21_1965-R1
HCP21_1_1_newblercontig10685	img_mer_v340	CDS	15	200	+	HCP21_00003400	hypothetical protein	HCP21_1_1_newblercontig10685-F1
HCP21_1_1_newblercontig16836	img_mer_v340	CDS	3	179	+	HCP21_00003410	NLI interacting factor-like phosphatase.	HCP21_1_1_newblercontig16836-F1
HCP21_2_11968	img_mer_v340	CDS	2	168	-	HCP21_00003420	hypothetical protein	HCP21_2_11968-R1
HCP21_2_21301	img_mer_v340	CDS	3	131	-	HCP21_00003430	hypothetical protein	HCP21_2_21301-R1
HCP21_2_26301	img_mer_v340	CDS	3	209	+	HCP21_00003440	Dipeptidyl aminopeptidases/acylaminoacyl-peptidases	HCP21_2_26301-F1
HCP21_2_30526	img_mer_v340	CDS	9	113	-	HCP21_00003450	hypothetical protein	HCP21_2_30526-R1
HCP21_2_32026	img_mer_v340	CDS	2	115	+	HCP21_00003460	hypothetical protein	HCP21_2_32026-F1
HCP21_2_36026	img_mer_v340	CDS	14	160	+	HCP21_00003470	hypothetical protein	HCP21_2_36026-F1
HCP21_2_44628	img_mer_v340	CDS	3	122	+	HCP21_00003480	Glycosyl transferase family 2.	HCP21_2_44628-F1
HCP21_2_49128	img_mer_v340	CDS	3	149	-	HCP21_00003490	hypothetical protein	HCP21_2_49128-R1
HCP21_2_50128	img_mer_v340	CDS	5	160	+	HCP21_00003500	Predicted signaling protein consisting of a modified GGDEF domain and a DHH domain	HCP21_2_50128-F1
HCP21_2_50628	img_mer_v340	CDS	2	165	-	HCP21_00003510	ABC-type branched-chain amino acid transport systems, ATPase component	HCP21_2_50628-R1
HCP21_2_51128	img_mer_v340	CDS	43	144	-	HCP21_00003520	hypothetical protein	HCP21_2_51128-R1
HCP21_2_51628	img_mer_v340	CDS	1	174	+	HCP21_00003530	Phosphomannomutase	HCP21_2_51628-F1
HCP21_2_53128	img_mer_v340	CDS	2	195	-	HCP21_00003540	Serine/threonine protein kinase	HCP21_2_53128-R1
HCP21_2_62014	img_mer_v340	CDS	6	119	+	HCP21_00003550	Tubulin-tyrosine ligase family.	HCP21_2_62014-F1
HCP21_2_64514	img_mer_v340	CDS	3	140	+	HCP21_00003560	MORN repeat.	HCP21_2_64514-F1
HCP21_2_65014	img_mer_v340	CDS	72	143	+	HCP21_00003570	hypothetical protein	HCP21_2_65014-F1
HCP21_2_67514	img_mer_v340	CDS	68	187	-	HCP21_00003580	Xanthosine triphosphate pyrophosphatase	HCP21_2_67514-R1
HCP21_2_78157	img_mer_v340	CDS	2	159	-	HCP21_00003590	hypothetical protein	HCP21_2_78157-R1
HCP21_2_79657	img_mer_v340	CDS	6	182	+	HCP21_00003600	F0F1-type ATP synthase, beta subunit	HCP21_2_79657-F1
HCP21_2_96983	img_mer_v340	CDS	14	112	+	HCP21_00003610	hypothetical protein	HCP21_2_96983-F1
HCP21_2_100483	img_mer_v340	CDS	9	134	-	HCP21_00003620	Kinesin motor domain.	HCP21_2_100483-R1
HCP21_2_100983	img_mer_v340	CDS	7	123	+	HCP21_00003630	Leishmanolysin.	HCP21_2_100983-F1
HCP21_2_103483	img_mer_v340	CDS	3	167	-	HCP21_00003640	Putative hemolysin	HCP21_2_103483-R1
HCP21_2_108582	img_mer_v340	CDS	18	110	-	HCP21_00003650	hypothetical protein	HCP21_2_108582-R1
HCP21_2_110082	img_mer_v340	CDS	2	103	+	HCP21_00003660	hypothetical protein	HCP21_2_110082-F1
HCP21_2_111082	img_mer_v340	CDS	5	124	-	HCP21_00003670	hypothetical protein	HCP21_2_111082-R1
HCP21_2_123830	img_mer_v340	CDS	2	111	-	HCP21_00003680	Tetratricopeptide repeat.	HCP21_2_123830-R1
HCP21_2_124330	img_mer_v340	CDS	2	114	-	HCP21_00003690	Major intrinsic protein.	HCP21_2_124330-R1
HCP21_2_126330	img_mer_v340	CDS	3	125	+	HCP21_00003700	Serine/threonine protein kinase	HCP21_2_126330-F1
HCP21_2_131830	img_mer_v340	CDS	46	201	-	HCP21_00003710	hypothetical protein	HCP21_2_131830-R1
HCP21_2_133509	img_mer_v340	CDS	1	99	+	HCP21_00003720	Hsp70 protein.	HCP21_2_133509-F1
HCP21_2_138009	img_mer_v340	CDS	1	117	+	HCP21_00003730	Peptidase family M50.	HCP21_2_138009-F1
HCP21_2_144009	img_mer_v340	CDS	2	160	+	HCP21_00003740	Zinc finger, C2H2 type.	HCP21_2_144009-F1
HCP21_2_152862	img_mer_v340	rRNA	5	107	+	HCP21_00003750	16S	HCP21_2_152862-F1
HCP21_2_156862	img_mer_v340	CDS	2	127	+	HCP21_00003760	MORN repeat.	HCP21_2_156862-F1
HCP21_2_162362	img_mer_v340	CDS	3	221	-	HCP21_00003770	Ca2+-binding protein (EF-Hand superfamily)	HCP21_2_162362-R1
HCP21_4784	img_mer_v340	CDS	46	387	+	HCP21_00003780	hypothetical protein	HCP21_4784-F1
HCP21_2428	img_mer_v340	CDS	132	2492	-	HCP21_00003790	hypothetical protein	HCP21_2428-R1
HCP21_6708	img_mer_v340	CDS	93	344	+	HCP21_00003800	hypothetical protein	HCP21_6708-F1
HCP21_1242	img_mer_v340	CDS	3	380	+	HCP21_00003810	hypothetical protein	HCP21_1242-F1
HCP21_226_	img_mer_v340	CDS	3	326	-	HCP21_00003820	hypothetical protein	HCP21_226_-R1
HCP21_836_	img_mer_v340	CDS	79	321	+	HCP21_00003830	ribosomal protein L24p/L26e, archaeal/eukaryotic	HCP21_836_-F1
HCP21_5569	img_mer_v340	CDS	156	317	-	HCP21_00003840	hypothetical protein	HCP21_5569-R1
HCP21_9083	img_mer_v340	CDS	43	423	-	HCP21_00003850	Serine/threonine protein kinase	HCP21_9083-R1
HCP21_5161	img_mer_v340	CDS	1	972	-	HCP21_00003860	hypothetical protein	HCP21_5161-R1
HCP21_2319	img_mer_v340	CDS	2	370	+	HCP21_00003870	hypothetical protein	HCP21_2319-F1
HCP21_2257	img_mer_v340	CDS	4	309	+	HCP21_00003880	MORN repeat.	HCP21_2257-F1
HCP21_690_	img_mer_v340	CDS	3	371	+	HCP21_00003890	hypothetical protein	HCP21_690_-F1
HCP21_505_	img_mer_v340	CDS	3	386	+	HCP21_00003900	hypothetical protein	HCP21_505_-F1
HCP21_4270	img_mer_v340	CDS	209	379	-	HCP21_00003910	hypothetical protein	HCP21_4270-R1
HCP21_4692	img_mer_v340	CDS	27	707	-	HCP21_00003920	hypothetical protein	HCP21_4692-R1
HCP21_4816	img_mer_v340	CDS	1	351	-	HCP21_00003930	hypothetical protein	HCP21_4816-R1
HCP21_4313	img_mer_v340	CDS	1	306	+	HCP21_00003940	hypothetical protein	HCP21_4313-F1
HCP21_2965	img_mer_v340	CDS	2	1162	+	HCP21_00003950	Listeria/Bacterioides repeat	HCP21_2965-F1
HCP21_6849	img_mer_v340	CDS	1	849	-	HCP21_00003960	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	HCP21_6849-R1
HCP21_878_	img_mer_v340	CDS	1	351	+	HCP21_00003970	hypothetical protein	HCP21_878_-F1
HCP21_745_	img_mer_v340	CDS	1	387	-	HCP21_00003980	hypothetical protein	HCP21_745_-R1
HCP21_1_1_newblercontig06067	img_mer_v340	CDS	3	247	-	HCP21_00003990	Papain family cysteine protease.	HCP21_1_1_newblercontig06067-R1
HCP21_1_1_newblercontig06661	img_mer_v340	CDS	3	155	+	HCP21_00004000	Diacylglycerol kinase catalytic domain.	HCP21_1_1_newblercontig06661-F1
HCP21_1_1_newblercontig08414	img_mer_v340	CDS	63	224	-	HCP21_00004010	hypothetical protein	HCP21_1_1_newblercontig08414-R1
HCP21_2_4969	img_mer_v340	CDS	3	116	-	HCP21_00004020	Tubulin-tyrosine ligase family.	HCP21_2_4969-R1
HCP21_2_9469	img_mer_v340	CDS	3	155	+	HCP21_00004030	Electron transfer flavoprotein, alpha subunit	HCP21_2_9469-F1
HCP21_2_11969	img_mer_v340	CDS	3	191	-	HCP21_00004040	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	HCP21_2_11969-R1
HCP21_2_23802	img_mer_v340	CDS	9	146	-	HCP21_00004050	Ras family.	HCP21_2_23802-R1
HCP21_2_28027	img_mer_v340	CDS	6	101	-	HCP21_00004060	hypothetical protein	HCP21_2_28027-R1
HCP21_2_32527	img_mer_v340	CDS	2	124	+	HCP21_00004070	hypothetical protein	HCP21_2_32527-F1
HCP21_2_38527	img_mer_v340	CDS	3	143	-	HCP21_00004080	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components	HCP21_2_38527-R1
HCP21_2_50129	img_mer_v340	CDS	2	160	+	HCP21_00004090	Zinc finger, C2H2 type.	HCP21_2_50129-F1
HCP21_2_57515	img_mer_v340	CDS	2	100	+	HCP21_00004100	Protein kinase domain.	HCP21_2_57515-F1
HCP21_2_83812	img_mer_v340	CDS	12	107	+	HCP21_00004110	Domain of unknown function (DUF3552).	HCP21_2_83812-F1
HCP21_2_86812	img_mer_v340	CDS	41	121	-	HCP21_00004120	MORN repeat.	HCP21_2_86812-R1
HCP21_2_89812	img_mer_v340	CDS	5	148	+	HCP21_00004130	hypothetical protein	HCP21_2_89812-F1
HCP21_2_90312	img_mer_v340	CDS	1	153	+	HCP21_00004140	ATPase components of ABC transporters with duplicated ATPase domains	HCP21_2_90312-F1
HCP21_2_91812	img_mer_v340	CDS	3	182	-	HCP21_00004150	Mismatch repair ATPase (MutS family)	HCP21_2_91812-R1
HCP21_2_92812	img_mer_v340	CDS	3	203	+	HCP21_00004160	hypothetical protein	HCP21_2_92812-F1
HCP21_2_93312	img_mer_v340	CDS	4	177	+	HCP21_00004170	hypothetical protein	HCP21_2_93312-F1
HCP21_2_94984	img_mer_v340	CDS	7	99	+	HCP21_00004180	hypothetical protein	HCP21_2_94984-F1
HCP21_2_99484	img_mer_v340	CDS	3	127	-	HCP21_00004190	hypothetical protein	HCP21_2_99484-R1
HCP21_2_100984	img_mer_v340	CDS	7	138	+	HCP21_00004200	Leishmanolysin.	HCP21_2_100984-F1
HCP21_2_101484	img_mer_v340	CDS	3	143	+	HCP21_00004210	RNA recognition motif.	HCP21_2_101484-F1
HCP21_2_116083	img_mer_v340	CDS	1	171	+	HCP21_00004220	Kinesin-like protein	HCP21_2_116083-F1
HCP21_2_125331	img_mer_v340	CDS	3	119	+	HCP21_00004230	hypothetical protein	HCP21_2_125331-F1
HCP21_2_129831	img_mer_v340	CDS	1	162	+	HCP21_00004240	MORN repeat.	HCP21_2_129831-F1
HCP21_2_130831	img_mer_v340	CDS	3	178	-	HCP21_00004250	Glutamate 5-kinase	HCP21_2_130831-R1
HCP21_2_139010	img_mer_v340	tRNA	50	124	+			HCP21_2_139010-F1
HCP21_2_141010	img_mer_v340	CDS	2	133	+	HCP21_00004270	hypothetical protein	HCP21_2_141010-F1
HCP21_2_148010	img_mer_v340	CDS	24	134	+	HCP21_00004280	RNA dependent RNA polymerase.	HCP21_2_148010-F1
HCP21_2_149010	img_mer_v340	CDS	25	228	-	HCP21_00004290	Cation transport ATPase	HCP21_2_149010-R1
HCP21_2_158363	img_mer_v340	CDS	2	139	+	HCP21_00004300	ATP-dependent protease Clp, ATPase subunit	HCP21_2_158363-F1
HCP21_2_160363	img_mer_v340	CDS	53	166	+	HCP21_00004310	Sugar transferases involved in lipopolysaccharide synthesis	HCP21_2_160363-F1
HCP21_10052	img_mer_v340	CDS	40	489	-	HCP21_00004320	ATPases of the AAA+ class	HCP21_10052-R1
HCP21_6938	img_mer_v340	CDS	1	369	+	HCP21_00004330	hypothetical protein	HCP21_6938-F1
HCP21_7489	img_mer_v340	CDS	80	553	+	HCP21_00004340	Zinc finger, C2H2 type.	HCP21_7489-F1
HCP21_1874	img_mer_v340	CDS	8	253	+	HCP21_00004350	hypothetical protein	HCP21_1874-F1
HCP21_4296	img_mer_v340	CDS	1	579	+	HCP21_00004360	hypothetical protein	HCP21_4296-F1
HCP21_4028	img_mer_v340	CDS	3	614	-	HCP21_00004370	hypothetical protein	HCP21_4028-R1
HCP21_2847	img_mer_v340	CDS	64	1413	-	HCP21_00004380	Ubiquitin C-terminal hydrolase	HCP21_2847-R1
HCP21_2296	img_mer_v340	CDS	11	337	+	HCP21_00004390	hypothetical protein	HCP21_2296-F1
HCP21_7328	img_mer_v340	CDS	3	1739	-	HCP21_00004400	LMBR1-like membrane protein.	HCP21_7328-R1
HCP21_7606	img_mer_v340	CDS	177	572	+	HCP21_00004410	hypothetical protein	HCP21_7606-F1
HCP21_9696	img_mer_v340	CDS	1	492	-	HCP21_00004420	hypothetical protein	HCP21_9696-R1
HCP21_5825	img_mer_v340	CDS	45	440	-	HCP21_00004430	Tetratricopeptide repeat.	HCP21_5825-R1
HCP21_8069	img_mer_v340	CDS	2	547	+	HCP21_00004440	hypothetical protein	HCP21_8069-F1
HCP21_5078	img_mer_v340	CDS	2	145	+	HCP21_00004450	hypothetical protein	HCP21_5078-F1
HCP21_4854	img_mer_v340	CDS	1	453	+	HCP21_00004460	hypothetical protein	HCP21_4854-F1
HCP21_8291	img_mer_v340	CDS	3	791	+	HCP21_00004470	Cyclin	HCP21_8291-F1
HCP21_8291	img_mer_v340	CDS	907	972	-	HCP21_00004480	hypothetical protein	HCP21_8291-R1
HCP21_9259	img_mer_v340	CDS	22	375	-	HCP21_00004490	hypothetical protein	HCP21_9259-R1
HCP21_4436	img_mer_v340	CDS	1	87	-	HCP21_00004500	hypothetical protein	HCP21_4436-R1
HCP21_4436	img_mer_v340	CDS	88	486	-	HCP21_00004510	hypothetical protein	HCP21_4436-R1
HCP21_9695	img_mer_v340	CDS	3	350	-	HCP21_00004520	hypothetical protein	HCP21_9695-R1
HCP21_2277	img_mer_v340	CDS	123	254	-	HCP21_00004530	hypothetical protein	HCP21_2277-R1
HCP21_7779	img_mer_v340	CDS	23	883	+	HCP21_00004540	Serine/threonine protein kinase	HCP21_7779-F1
HCP21_1_1_newblercontig06662	img_mer_v340	CDS	3	242	+	HCP21_00004550	Cation transport ATPase	HCP21_1_1_newblercontig06662-F1
HCP21_1_1_newblercontig15486	img_mer_v340	CDS	5	220	-	HCP21_00004560	hypothetical protein	HCP21_1_1_newblercontig15486-R1
HCP21_2_9470	img_mer_v340	CDS	2	156	-	HCP21_00004570	Methylglyoxal synthase	HCP21_2_9470-R1
HCP21_2_10970	img_mer_v340	CDS	3	172	-	HCP21_00004580	Protein kinase domain.	HCP21_2_10970-R1
HCP21_2_15303	img_mer_v340	CDS	3	101	+	HCP21_00004590	Protein kinase domain.	HCP21_2_15303-F1
HCP21_2_18803	img_mer_v340	CDS	14	115	-	HCP21_00004600	hypothetical protein	HCP21_2_18803-R1
HCP21_2_22303	img_mer_v340	CDS	2	139	+	HCP21_00004610	Serine/threonine protein kinase	HCP21_2_22303-F1
HCP21_2_23803	img_mer_v340	CDS	10	147	+	HCP21_00004620	hypothetical protein	HCP21_2_23803-F1
HCP21_2_39630	img_mer_v340	CDS	3	100	-	HCP21_00004630	MORN repeat.	HCP21_2_39630-R1
HCP21_2_49130	img_mer_v340	CDS	1	150	+	HCP21_00004640	hypothetical protein	HCP21_2_49130-F1
